Département,Date,Route,Direction,Flash,Latitude,Longitude,Vitesse
59,2007/09/27,A2,Bruxelles vers paris,,50.33798,3.50635,110
59,2008/01/07,RN2,AVESNES SUR HELPE VERS ETROEUNGT,,50.05332,3.93013,90
59,2008/01/14,A21,Escaudain vers Douchy les Mines,,50.31572,3.36908,90
59,2008/03/05,A25,Lille vers Dunkerque,,50.72106,2.74673,130
59,2008/04/18,A22,LILLE VERS NEUVILLE EN FERRAIN,,50.71186,3.12333,110
59,2008/12/04,A25,Dunkerque vers Lille,,50.72103,2.74688,130
59,2008/12/22,RN41,LA BASSEE VERS LILLE,,50.57415,2.86406,90
59,2009/01/09,A23,Valenciennes vers Lille,,50.41986,3.40659,130
59,2009/02/13,RD947,VIEUX BERQUIN VERS STRAZEELE,,50.71309,2.63185,50
59,2009/02/27,A2,VALENCIENNES VERS PARIS,,50.2904,3.3588,130
59,2010/09/23,RD947,CAESTRE vers VIEUX BERQUIN,,50.714,2.6317,50
59,2011/01/20,RN225,Lille vers Dunkerque,,50.97,2.3955,110
59,2011/03/25,RD933,CASSEL vers RENESCURE,,50.758,2.4193,70
59,2011/03/25,RD933,RENESCURE vers CASSEL,,50.75638,2.41687,70
59,2012/07/06,face au n°248 de la rue de la Lys,BOUSBECQUE vers HALLUIN,,50.777,3.101,50
59,2014/01/31,RD643,CAMBRAI vers DOUAI,,50.253,3.1626,50
60,2004/10/15,RD1330,CREIL VERS SENLIS,,49.22665,2.54273,110
60,2005/02/21,RN31,CLERMONT VERS COMPIEGNE,,49.40326,2.66782,90
60,2005/06/13,RD915,GOURNAY EN BRAY VERS ERAGNY SUR EPTE,,49.36073,1.7688,50
60,2005/07/18,RD1017,DOUBLE SENS,,49.14244,2.54018,80
60,2005/07/18,RD931,DOUBLE SENS,,49.37765,2.48155,50
60,2005/09/02,RD1001,BEAUVAIS VERS PARIS,,49.33497,2.19774,50
60,2005/09/28,RD1330,SENLIS VERS CREIL,,49.22406,2.54604,110
60,2005/09/28,RD901,TROISSEREUX VERS BEAUVAIS,,49.45185,2.09979,90
60,2005/10/05,RN2,SOISSONS VERS PARIS,,49.18454,2.89519,70
60,2006/01/10,RD1001,DOUBLE SENS,,49.48912,2.14978,80
60,2006/02/01,RN2,PARIS VERS SOISSONS,,49.15918,2.85001,50
60,2006/02/02,RD1016,CLERMONT VERS CHANTILLY,,49.24949,2.48193,90
60,2007/02/19,RN31,DOUBLE SENS,,49.45887,1.78127,70
60,2007/02/19,RD915,DOUBLE SENS,,49.2046,1.8649,50
60,2007/03/24,RD1001,PARIS VERS BEAUVAIS,,49.2176,2.23185,80
60,2007/11/05,RD1017,DOUBLE SENS,,49.38147,2.61933,50
60,2007/12/07,RD916,Wavignies vers Breteuil,,49.60331,2.32082,80
60,2008/01/25,RD901,DOUBLE SENS,,49.54107,2.72734,50
60,2009/02/19,RD105,DOUBLE SENS,,49.17676,2.22631,50
60,2009/07/08,RD938,DOUBLE SENS,,49.5622,2.565,80
60,2009/07/15,RD938,ST JUST EN CHAUSSEE vers BEAUVAIS,,49.45807,2.21341,50
60,2009/08/14,RD200,NOGENT SUR OISE vers MONTATAIRE,,49.26611,2.45613,90
60,2009/08/21,RN31,COMPIEGNE vers SOISSONS,,49.40296,3.0102,50
60,2010/09/23,RD929,Le Mesnil en Thelle vers Neuilly en Thelle,,49.198,2.282,80
60,2010/10/21,RD934,DOUBLE SENS,,49.599,2.971,80
60,2010/12/29,RN330,DOUBLE SENS,,49.14561,2.67996,70
60,2011/01/04,RD916,ST JUST EN CHAUSSEE vers CLERMONT,,49.416,2.4201,80
60,2011/03/30,RD923,DOUBLE SENS,,49.281,1.8503,70
60,2011/09/22,RD133 (face au 68 rte de Dieppe),DOUBLE SENS,,49.50412,1.99173,50
60,2011/10/07,RN31,DOUBLE SENS,,49.418,1.9433,50
60,2011/10/20,RD12,DOUBLE SENS,,49.367,2.2466,70
60,2011/10/20,RD932a,DOUBLE SENS,,49.223,2.6117,50
60,2011/11/14,RD927,DOUBLE SENS,,49.336,2.0967,80
60,2012/03/15,RD1032,NOYON vers CHAUNY,,49.591,3.1108,50
60,2012/04/13,RD151,DOUBLE SENS,,49.58704,2.1366,80
61,2005/02/09,RD976,DOUBLE SENS,,48.54187,-0.49413,80
61,2005/04/29,RN12,DOUBLE SENS,,48.65226,0.761,50
61,2005/05/18,RD438,DOUBLE SENS,,48.81643,0.31502,80
61,2005/08/12,RD926,ARGENTAN VERS DREUX,,48.74911,-0.0178,70
61,2005/09/30,RD962,FLERS VERS CONDE SUR NOIREAU,,48.80761,-0.56247,80
61,2006/02/21,RD923,NOGENT LE ROTROU vers MONTLANDON,,48.37594,0.88783,80
61,2007/02/26,RD926,DOUBLE SENS,,48.69887,0.32917,80
61,2007/04/10,RD438,DOUBLE SENS,,48.57204,0.16915,80
61,2007/05/07,RD908,LA FERTE MACE VERS DOMFRONT,,48.58088,-0.40851,80
61,2008/03/14,RD918,DOUBLE SENS,,48.68908,0.66937,80
61,2008/03/19,RD976,DOUBLE SENS,,48.56347,-0.70897,80
61,2008/03/26,RD955,DOUBLE SENS,,48.34083,0.75889,80
61,2008/04/07,RD916,DOUBLE SENS,,48.79806,0.00732,80
61,2008/04/11,RD958,Argentan vers Sees,,48.62715,0.12979,80
61,2008/04/14,A28,Alençon vers Rouen,,48.53353,0.16232,130
61,2008/08/29,A28,Rouen vers Alençon,,48.56124,0.17585,130
61,2009/07/29,RD18,Flers vers La Ferté Macé,,48.67568,-0.51992,80
61,2010/10/07,RD908,DOUBLE SENS,,48.587,-0.2917,80
61,2010/10/22,RD962,DOUBLE SENS,,48.69,-0.5744,80
61,2010/10/26,RD930,DOUBLE SENS,,48.785,0.6641,80
61,2011/01/22,RD938,DOUBLE SENS,,48.4574,0.54704,80
61,2011/02/16,RD438,ALENCON vers ROUEN,,48.745,0.2682,80
61,2012/06/07,RD926,ARGENTAN vers L AIGLE,,48.756,0.0691,50
61,2012/06/29,RD932,DOUBLE SENS,,48.632,0.4816,80
62,2003/12/04,RD941,ST POL SUR TERNOISE VERS BETHUNE,,50.41841,2.41399,80
62,2003/12/17,RD943,LILLERS VERS BETHUNE,,50.53378,2.60465,80
62,2005/11/25,RD943,DOUBLE SENS,,50.803,2.10876,70
62,2005/12/26,A16,DUNKERQUE VERS BOULOGNE,,50.9345,1.88208,90
62,2006/01/15,RD901,DOUBLE SENS,,50.50315,1.76615,80
62,2007/02/02,RD917,LENS VERS ARRAS,,50.30102,2.78397,70
62,2007/02/05,RD939,HESDIN VERS ST POL SUR TERNOISE,,50.3919,2.22263,80
62,2007/10/25,RN47,Lens vers la bassee,,50.4668,2.83171,110
62,2008/12/04,RD917,CARVIN VERS LENS,,50.46187,2.89478,50
62,2008/12/24,RN42,ST OMER vers BOULOGNE SUR MER,,50.73502,1.70835,110
62,2009/01/05,RD916,DOUBLE SENS,,50.29689,2.29008,80
62,2009/01/14,RD940,DOUBLE SENS,,50.5513,1.61793,80
62,2009/02/04,RN42,BOULOGNE SUR MER vers ST OMER,,50.73835,1.87366,90
63,2005/03/30,A75,CLERMONT FERRAND VERS MONTPELLIER,,45.60167,3.21671,90
63,2005/09/12,RD943,DOUBLE SENS,,45.85891,2.92671,80
63,2005/09/12,Avenue du Limousin (RD943),DURTOL vers CLERMONT FERRAND,,45.75855,3.12507,50
63,2005/10/03,RD2009,AIGUEPERSE VERS RIOM,,45.98455,3.18423,80
63,2005/12/05,RD229,DOUBLE SENS,,45.78493,3.11929,80
63,2007/11/19,RD2089,ROCHEFORT MONTAGNE VERS CLERMONT FERRAND,,45.70075,3.00742,80
63,2008/05/21,RD2009,Riom vers Gannat,,45.94626,3.15843,70
63,2008/10/14,RD2089,CLERMONT FERRAND VERS THIERS,,45.82752,3.44012,50
63,2009/03/26,RD1093,DOUBLE SENS,,45.93792,3.34199,80
63,2009/03/30,RD2144,COMBRONDE vers ST PARDOUX,,46.03179,3.07982,70
63,2009/03/30,RD772,DOUBLE SENS,,45.76647,3.14862,80
63,2009/10/19,A89,CLERMONT FERRAND vers ST ETIENNE,,45.88268,3.57505,110
63,2011/06/10,RD922,TAUVES vers ROCHEFORT MONTAGNE,,45.602,2.6957,80
63,2011/07/29,RD922,ROCHEFORT MONTAGNE vers TAUVES,,45.604,2.6978,70
63,2011/09/28,RD 2099,CLERMONT FERRAND vers AUBIERE,,45.762,3.1192,70
63,2012/03/05,RD68,Orcines vers Royat,,45.765,3.038,50
63,2013/12/16,RD769 - Rue Louis BLERIOT,RIOM vers ISSOIRE,,45.784,3.1353,50
63,2013/12/16,RD769 - Rue Louis BLERIOT,ISSOIRE vers RIOM,,45.784,3.1353,50
64,2003/12/29,RD810,BAYONNE VERS LANDES,,43.5135,-1.46733,80
64,2004/12/30,RD817,DOUBLE SENS,,43.46441,-0.70353,80
64,2005/04/26,RN134,OLORON STE MARIE VERS PAU,,43.17541,-0.54974,80
64,2005/09/01,RD817,PAU VERS BAYONNE,,43.35347,-0.49054,80
64,2006/01/09,Bld du BAB face au centre URBEGUI,BAYONNE VERS BIARRITZ,,43.49391,-1.52397,70
64,2006/01/09,RD810,ST JEAN DE LUZ VERS BAYONNE,,43.4126,-1.61678,70
64,2007/02/08,RD834,DOUBLE SENS,,43.50138,-0.31953,80
64,2008/04/30,RD817,TARBES vers BAYONNE,,43.30411,-0.32432,70
64,2008/06/17,RD945,SAULT DE NAVAILLES vers PAU,,43.53652,-0.65719,50
64,2008/06/26,RD918,DOUBLE SENS,,43.30845,-1.35699,80
64,2008/07/28,RD947,DOUBLE SENS,,43.53962,-0.80445,80
64,2008/08/01,RD936,DOUBLE SENS,,43.37367,-0.8527,80
64,2008/12/15,RN134,OLORON STE MARIE VERS PAU,,43.16689,-0.44131,80
64,2009/02/04,RD945,DOUBLE SENS,,43.4238,-0.4713,80
64,2009/05/27,RD817,DOUBLE SENS,,43.50668,-0.86515,80
64,2009/06/25,RD810,DOUBLE SENS,,43.36192,-1.71314,70
64,2009/10/28,RD918,DOUBLE SENS,,43.36958,-1.63717,70
64,2011/06/06,RD261,DOUBLE SENS,,43.492,-1.3675,70
64,2011/09/29,RD918,ST PEE SUR NIVELLE vers ST JEAN DE LUZ,,43.36,-1.5818,80
64,2012/03/15,RD938,DOUBLE SENS,,43.239,-0.2657,80
64,2012/06/21,Bd du B.A.B (hauteur n°4 de la rue Marie BLANQUE),BIARRITZ VERS BAYONNE,,43.48705,-1.53663,70
64,2012/08/01,RD810,ST JEAN DE LUZ vers BAYONNE,,43.44979,-1.56904,50
65,2005/03/24,RD817,DOUBLE SENS,,43.24289,-0.00655,80
65,2005/06/30,RD935,VIC EN BIGORRE vers TARBES,,43.25688,0.07205,50
65,2006/02/01,RD935,DOUBLE SENS,,43.42323,0.04954,80
65,2006/08/01,RN21,RABASTENS VERS TARBES,,43.33898,0.13223,70
65,2007/07/30,RD817,TARBES vers TOULOUSE,,43.11674,0.43069,50
65,2008/04/11,RN21,Toulouse vers Bayonne,,43.22008,0.06637,50
65,2011/03/30,RN21,Tarbes vers Auch,,43.276,0.1085,70
65,2014/10/15,Tunnel de Bielsa - RD173,FRANCE vers ESPAGNE,,42.749,0.1912,
65,2014/10/15,Tunnel de Bielsa - RD173,ESPAGNE vers FRANCE,,42.74837,0.19117,
66,2005/02/03,RD900,LE BOULOU VERS PERPIGNAN,,42.59905,2.85651,90
66,2005/02/03,RD914,PERPIGNAN VERS ARGELES SUR MER,,42.6542,2.92633,110
66,2005/02/25,RD 83,CLAIRA vers LE BARCARES,,42.78215,2.98764,90
66,2005/12/09,RD914,PERPIGNAN VERS CERBERE,,42.52638,3.06145,90
66,2007/07/09,RD 83,LE BARCARES vers PERPIGNAN,,42.47175,3.00028,90
66,2007/08/15,RD612A,DOUBLE SENS,,42.65948,2.80828,80
66,2007/09/21,RN116,PRADES VERS PERPIGNAN,,42.65222,2.55013,80
66,2007/12/10,RD115,DOUBLE SENS,,42.51934,2.79942,80
66,2008/09/10,RD900,PIA vers POLLESTRES,,42.66046,2.8831,80
66,2008/09/10,RD81A,CANET EN ROUSSILLON vers ST CYPRIEN,,42.63772,3.0331,50
66,2009/01/28,Face au n°10 du Boulevard Félix Mercader,BD MERCADER vers BD DES PYRÉNÉES,,42.69421,2.88989,50
66,2009/03/16,RD618,DOUBLE SENS,,42.54806,2.9311,80
66,2011/11/17,RN116,DOUBLE SENS,,42.433,1.9606,80
66,2011/11/24,RN20,DOUBLE SENS,,42.455,1.9423,80
66,2012/03/09,RD8,DOUBLE SENS,,42.623,2.9212,70
66,2012/03/21,RD81,DOUBLE SENS,,42.753,3.0212,80
67,2003/10/31,RN4,STRASBOURG VERS PARIS,,48.57066,7.73904,70
67,2003/10/31,A35,STRASBOURG VERS LAUTERBOURG,,48.67772,7.77558,130
67,2004/04/07,A35,SELESTAT VERS STRASBOURG,,48.49267,7.55745,130
67,2005/02/09,A4,PARIS VERS STRASBOURG,,48.63827,7.72804,90
67,2005/04/11,RD1062,DOUBLE SENS,,48.86317,7.70085,80
67,2005/08/23,RD424,SELESTAT vers MARCKOLSHEIM,,48.24129,7.47378,80
67,2006/01/13,RD468,DOUBLE SENS,,48.45279,7.71674,70
67,2006/03/07,A35,COLMAR VERS STRASBOURG,,48.52462,7.65873,70
67,2006/06/30,RD6,INGWILLER VERS NIEDERSOULTZBACH,,48.861,7.46302,80
67,2007/06/08,RD1083,COLMAR VERS STRASBOURG,,48.40193,7.62569,110
67,2008/04/17,RD1420,MUTZIG VERS MOLSHEIM,,48.52444,7.46588,80
67,2008/04/18,RD1062,PHILIPPSBOURG vers NIEDERBRONN LES BAINS,,48.96515,7.61618,80
67,2008/07/28,RN4,Strasbourg vers Ittenheim,,48.6018,7.65004,80
67,2009/01/02,RD1063,DOUBLE SENS,,48.83619,7.91868,80
67,2009/03/03,A4,Strasbourg vers Paris,,48.63794,7.72771,90
67,2009/03/05,Avenue du Rhin,STRASBOURG VERS KEHL (Allemagne),,48.57101,7.78694,50
67,2009/03/19,"Route de Wantzenau, angle Allée de Honau",DOUBLE SENS,,48.6403,7.80801,70
67,2009/03/20,RD1061,DOUBLE SENS,,48.84659,7.20721,80
67,2009/11/20,RD1420,DOUBLE SENS,,48.52306,7.34722,80
67,2010/11/23,49 RUE DU GENERAL CONRAD,RUE BOUSSINGAULT vers QUAI DES BELGES,,48.585732,7.784924,50
67,2011/09/28,RD1061,DOUBLE SENS,,48.922,7.1083,80
67,2011/12/15,RD5,DOUBLE SENS,,48.387,7.5399,80
67,2012/09/21,RD7,Bossendorf vers Lixhausen,,48.7867,7.55887,80
67,2013/05/27,RD 919,DOUBLE SENS,,48.90594,7.43151,80
68,2004/12/07,RN66,THANN VERS MULHOUSE,,47.77277,7.22639,110
68,2005/02/01,RD20,DOUBLE SENS,,47.8357,7.34161,80
68,2005/02/09,RD417,MUNSTER VERS COLMAR,,48.06842,7.32789,50
68,2005/03/25,RD415,ST DIE DES VOSGES vers NEUF BRISACH,,48.1714,7.10899,50
68,2006/02/01,RD430,GUEBWILLER VERS MULHOUSE,,47.79848,7.3084,110
68,2006/03/01,66 ALLEE NATHAN KATZ,MULHOUSE VERS ILLZACH,,47.75802,7.35231,50
68,2006/09/01,RD419,ST LOUIS VERS ALTKIRCH,,47.59928,7.38571,70
68,2007/02/26,RN83,STRASBOURG VERS COLMAR,,48.1873,7.39147,110
68,2007/03/13,RN59,DOUBLE SENS,,48.2691,7.32214,70
68,2007/11/26,A35,Bâle vers Mulhouse,,47.60741,7.52692,130
68,2007/12/10,A35,Colmar vers Mulhouse,,47.97092,7.37127,130
68,2009/03/09,RN159,SéLESTAT VERS ST DIé,,48.26081,7.17282,70
68,2009/11/26,RD466,DOUBLE SENS,,47.7487,7.11663,80
68,2010/12/10,RD419,DOUBLE SENS,,47.629,7.2096,80
69,2003/11/28,RD301,CORBAS vers Autoroute A7,,45.67995,4.84948,50
69,2003/12/11,Tunnel de la Croix Rousse - PM Tube Sud 90.00 M,VILLEURBANNE vers ECULLY,,45.77271,4.83601,50
69,2003/12/11,A6,PARIS VERS LYON,,45.76357,4.80266,70
69,2006/02/13,32 QUAI DU DOCTEUR GAILLETON,CALUIRE ET CUIRE VERS LA MULATIERE,,45.75192,4.83294,50
69,2007/03/06,RD383,MARSEILLE VERS PARIS,,45.72364,4.89128,70
69,2007/03/19,RN6,MACON VERS LYON,,45.82676,4.75631,70
69,2007/03/26,A6,PARIS VERS MARSEILLE,,45.78817,4.78431,90
69,2008/01/07,RN7,TARARE vers LYON,,45.86772,4.54473,70
69,2008/04/11,A47,LYON vers ST ETIENNE,,45.57498,4.71759,90
69,2009/02/13,BPNL,VILLEURBANNE vers TASSIN LA DEMI LUNE,,45.79056,4.81219,90
69,2009/02/20,BPNL,TASSIN LA DEMI LUNE vers VILLEURBANNE,,45.79046,4.81196,90
69,2009/03/20,RN346,ST PRIEST VERS RILLIEUX LA PAPE,,45.77717,4.97613,90
69,2009/04/02,A7,LYON VERS MARSEILLE,,45.73316,4.8175,70
69,2009/04/09,"23, Boulevard Chambaud de la Bruyère",Venissieux vers  Lyon,,45.72325,4.8424,50
69,2009/09/21,"373, cours Emile Zola",LYON vers VAULX EN VELIN,,45.76514,4.90365,50
69,2011/01/03,RD383,BRON vers ST FONS,,45.716,4.846,70
69,2011/06/16,A7,MARSEILLE vers LYON,,45.7,4.8355,90
69,2011/09/08,Tunnel de la Croix Rousse,ECULLY vers LYON,,45.782461,4.859775,50
69,2011/09/09,3 Bd de Stalingrad,CALUIRE et CUIRE vers LYON,,45.782461,4.859775,50
69,2012/02/27,Face au n°22  de l' Avenue Viviani,LYON vers ST PRIEST,,45.725962,4.865838,50
69,2012/02/27,Face au n° 49 de l' Avenue Viviani,ST PRIEST vers VENISSIEUX,,45.722977,4.876683,50
69,2012/05/14,RD318 (route d'Heyrieux),MIONS VERS VENISSIEUX,,45.684,4.9507,50
69,2012/05/14,Face au n° 84 du boulevard de l'Europe,IRIGNY vers OULLINS,,45.701,4.8224,50
69,2012/06/22,85 Quai Pierre Scize,STE FOY LES LYON vers ST CYR AU MONT D OR,,45.767,4.8238,50
69,2012/12/20,RD311,Thurins vers St Martin en Haut,,45.668,4.5799,80
70,2005/03/23,RN19,BELFORT VERS LANGRES,,47.65842,6.36386,80
70,2005/04/20,RD57 D (rue de Luxeuil),LUXEUIL LES BAINS vers FOUGEROLLES (centre ville),,47.87992,6.39495,50
70,2005/07/01,RD474,DOUBLE SENS,,47.44134,5.87553,80
70,2005/08/12,RN57,EPINAL VERS BESANCON,,47.72129,6.30523,80
70,2005/10/17,RN19,LURE VERS VESOUL,,47.62763,6.17827,80
70,2006/07/03,RD9,DOUBLE SENS,,47.54322,6.50886,80
70,2006/07/03,RD9,DOUBLE SENS,,47.5657,6.27704,80
70,2006/08/07,RN57,DOUBLE SENS,,47.79568,6.40216,80
70,2007/09/17,RD438H,Montbéliard vers Héricourt,,47.54967,6.77477,80
70,2008/10/13,RD67,DOUBLE SENS,,47.31614,5.74183,80
70,2008/10/13,RD434,DOUBLE SENS,,47.68499,6.10766,80
70,2008/11/27,RD486,DOUBLE SENS,,47.71086,6.52219,80
70,2009/06/12,RN19,DOUBLE SENS,,47.70314,5.93995,80
70,2010/05/17,"Rue Grammont, face au n° 62",FOUGEROLLES vers LUXEUIL LES BAINS,,47.827527,6.377446,50
70,2011/05/07,"Voie communale, 69 grande rue",LUXEUIL LES BAINS vers VESOUL,,47.696,6.285,50
70,2012/08/01,RN57,VESOUL vers BESANCON,,47.467,6.0976,90
70,2012/11/20,RN19,POMOY VERS GENEVREUILLE,,47.662,6.3759,80
70,2013/06/10,RN19,VESOUL vers LURE,,47.624,6.2074,80
71,2003/12/10,RD906,CHALON SUR SAONE VERS LYON,,46.31121,4.83825,70
71,2004/01/05,RD906,AUXERRE VERS MACON,,46.78971,4.84233,70
71,2005/02/15,RN70,CHALON SUR SAONE VERS MONTCEAU LES MINES,,46.70356,4.41479,70
71,2005/04/20,RD978,DOUBLE SENS,,46.73646,4.91729,80
71,2005/04/20,RD673,DOUBLE SENS,,46.78485,4.89023,80
71,2005/11/29,RN79,MOULINS VERS MACON,,46.42902,4.40949,80
71,2006/01/08,RD681,DOUBLE SENS,,47.00845,4.32084,70
71,2006/03/06,RD982,DOUBLE SENS,,46.2394,4.04019,80
71,2008/01/25,RN70,DOUBLE SENS,,46.54457,4.175,80
71,2009/02/05,RD973,CHEVAGNES VERS MALTAT,,46.62812,3.74108,70
71,2009/02/05,RD994,DOUBLE SENS,,46.53839,4.04349,80
71,2009/02/25,RD678,DOUBLE SENS,,46.69316,5.18964,80
71,2009/08/14,RD981,DOUBLE SENS,,46.47188,4.66997,80
71,2009/08/14,RD906,CHALON SUR SAONE vers TOURNUS,,46.68058,4.87309,80
71,2011/01/14,RD975,Cuisery vers Lacrost,,46.557,4.9407,70
71,2011/03/23,RD680,AUTUN vers LE CREUSOT,,46.882,4.3956,80
71,2011/04/02,RD971,Louhans vers Cuisery,,46.565,5.0365,80
71,2011/06/01,RD680,LE CREUSOT vers AUTUN,,46.824,4.3678,50
72,2004/01/30,RD338,CHATEAU DU LOIR VERS LE MANS,,47.80291,0.31546,70
72,2004/02/04,RD357,DOUBLE SENS,,48.00498,0.37071,80
72,2005/03/01,RD301,DOUBLE SENS,,48.11431,0.34573,80
72,2005/05/03,RD357,DOUBLE SENS,,48.02078,-0.09618,80
72,2005/05/03,RD338,ALENCON VERS ANGERS,,47.99672,0.17226,90
72,2006/07/27,RD311,DOUBLE SENS,,48.40735,0.18193,80
72,2006/08/02,RD304,DOUBLE SENS,,48.16753,-0.09736,80
72,2006/08/07,RD23,DOUBLE SENS,,47.85345,-0.02991,80
72,2007/02/08,RD357,ORLEANS VERS LE MANS,,47.9294,0.7545,70
72,2007/02/09,RD338,LE MANS VERS ALENCON,,48.00592,0.17247,90
72,2007/04/23,A11,LE MANS VERS PARIS,,48.05751,0.23942,130
72,2007/09/12,RD147,Le Mans vers Arnage,,47.95941,0.17798,90
72,2007/12/26,RD338,LE MANS VERS TOURS,,47.97951,0.20027,70
72,2008/03/28,RD323,La ferté Bernard vers le Mans,,48.07047,0.53176,80
72,2008/04/04,RD306,SABLE SUR SARTHE vers LA FLECHE,,47.72732,-0.1134,80
72,2008/11/13,RD338,Le Mans vers Alençon,,48.37464,0.08881,80
72,2008/11/17,RD357,Le Mans vers Laval,,48.0218,0.02107,80
72,2009/03/09,RD323,Le Mans vers La Flèche,,47.7235,-0.00997,80
72,2011/01/26,RD310,DOUBLE SENS,,48.241,-0.04168,80
72,2011/02/17,RD7,BONNETABLE vers LA FERTE BERNARD,,48.169,0.578,80
72,2011/02/24,RD323,La Flèche vers Le Mans,,47.813242,0.062468,80
72,2011/04/07,RD306,DOUBLE SENS,,47.808,-0.2779,80
73,2004/01/20,RN90,MOUTIERS vers ALBERTVILLE,,45.4932,6.51932,70
73,2005/02/16,RD1201,ANNECY VERS AIX LES BAINS,,45.74995,5.92639,80
73,2005/04/13,RD1006,DOUBLE SENS,,45.53357,6.12394,80
73,2007/02/19,RN90,CHAMBERY VERS MOUTIERS,,45.66007,6.38075,90
73,2007/02/19,RN201,AIX LES BAINS vers GRENOBLE,,45.57761,5.91991,90
73,2007/03/12,RD1504,YENNE VERS CHAMBERY,,45.70355,5.78429,80
73,2007/09/07,RD1006,DOUBLE SENS,,45.50398,6.30625,80
73,2007/10/15,RD925,La Rochette vers Chamoux,,45.48539,6.14529,80
73,2007/10/31,RD1006,DOUBLE SENS,,45.5056,5.71899,80
73,2007/12/07,RD1508,DOUBLE SENS,,45.76082,6.38952,80
73,2008/10/08,RD1006,DOUBLE SENS,,45.46132,5.81146,80
73,2008/12/19,RD1201,AIX LES BAINS vers ANNECY,,45.77706,5.94337,70
73,2009/02/04,RD1504,Chambéry vers Yenne,,45.69678,5.79877,80
73,2009/11/03,RD1006,DOUBLE SENS,,45.40118,6.27494,80
73,2010/01/15,A43,France vers Italie,,45.18901,6.68507,70
73,2010/08/05,A43,Italie vers France,,45.17163,6.68451,70
73,2011/10/13,RN90,MOUTIERS vers CHAMBERY,,45.663,6.3931,90
73,2011/11/03,RD925,DOUBLE SENS,,45.526,6.1895,80
73,2013/09/09,RN90,BOURG ST MAURICE vers MOUTIERS,,45.58267,6.73921,70
74,2005/02/24,RD1201,CRUSEILLES VERS ST JULIEN EN GENEVOIS,,46.05159,6.08709,70
74,2005/04/21,RD3508,DOUBLE SENS,,45.91482,6.08237,80
74,2005/05/09,A41,ALLONZIER LA CAILLE VERS ANNECY,,45.95163,6.11821,110
74,2005/05/25,RD903,BONS EN CHABLAIS VERS THONON LES BAINS,,46.34075,6.46116,70
74,2005/11/21,RN205,CHAMONIX MONT BLANC VERS ST GERVAIS LES BAINS,,45.9246,6.76261,90
74,2006/03/09,RD1005,DOUBLE SENS,,46.32624,6.3561,80
74,2007/02/20,RD1508,DOUBLE SENS,,46.04423,5.88493,70
74,2007/11/26,RD1508,DOUBLE SENS,,45.76604,6.24829,80
74,2008/01/21,RD907,DOUBLE SENS,,46.15916,6.35936,80
74,2008/03/07,RD1203,DOUBLE SENS,,46.04633,6.25894,80
74,2010/01/08,RD1205,DOUBLE SENS,,46.0686,6.44769,80
74,2010/05/11,Face au 12 avenue Charles de Gaulle,ST CERGUES vers ETREMBIERES,,46.1839,6.2467,50
74,2010/06/17,RD1005,DOUBLE SENS,,46.292,6.2728,80
74,2011/02/03,A41,ANNECY vers GENEVE,,46.145,6.0962,50
74,2012/05/31,RD1005,EVIAN LES BAINS vers GENEVE,,46.347,6.4332,80
74,2012/12/05,RD19G,Bonneville vers Marignier,,46.071,6.4749,80
74,2013/01/23,A40,CHAMONIX MONT BLANC vers MACON,,46.181,6.2291,70
74,2013/02/18,RD1508,Albertville vers Annecy,,45.7552,6.27998,80
74,2013/10/31,RD1205,DOUBLE SENS,,45.98988,6.63149,80
74,2015/09/07,RN205 (tunnel du Mont Blanc) Point Métrique 2052m,France vers Italie,,45.901,6.8611,70
74,2015/09/07,RN205 -tunnel du Mont Blanc- Point Métrique 6245m,France vers Italie,,45.85587,6.91082,70
74,2015/09/07,RN205 -tunnel du Mont Blanc- Point Métrique 5324m,Italie vers France,,45.863,6.9024,70
74,2015/09/07,RN205 -tunnel du Mont Blanc- Point Métrique 1726m,Italie vers France,,45.889,6.8748,70
74,2016/01/22,D1206,ANNEMASSE vers THONON-LES-BAINS,,46.264828,6.31718,80
74,2016/01/25,RD2,PERS-JUSSY vers ANNEMASSE,,46.15197,6.25291,70
75,2004/01/10,BP-CHATILLON,EXTERIEUR,,48.82352,2.31005,70
75,2004/01/10,BP-PANTIN,EXTERIEUR,,48.89004,2.39613,70
75,2004/01/24,BP-QUAI D'IVRY,INTERIEUR,,48.822,2.37965,70
75,2004/02/13,BP-PTE PASSY,EXTERIEUR,,48.8543,2.25437,70
75,2004/02/14,BP-CLICHY,PERIPHERIQUE EXTERIEUR,,48.89645,2.30974,70
75,2005/10/06,BP-PORTE DE SEVRES,INTERIEUR,,48.83241,2.28062,70
75,2005/10/06,BP-PORTE CHAMPERRET,INTERIEUR,,48.88572,2.28803,70
75,2005/12/07,BP-PORTE DE BAGNOLET,INTERIEUR,,48.86087,2.41399,70
75,2006/02/10,A4,province vers PARIS,,48.81849,2.45689,90
75,2006/04/19,Quai de Bercy à 18 m en aval lampadaire XII 13571,PARIS VERS ST MAURICE,,48.83665,2.37842,50
75,2006/04/27,COURS ALBERT PREMIER FACE POTEAU NUMERO 87296,ALMA VERS CONCORDE,,48.86462,2.30487,50
75,2007/05/11,"53, RUE DE MAUBEUGE",Rue du FG POISSONNIERE VERS LA RUE DE CHATEAUDUN,,48.87912,2.34761,50
