Département,Date,Route,Direction,Flash,Latitude,Longitude,Vitesse
42,2005/04/15,RN7,DOUBLE SENS,,46.1243,3.93317,70
42,2005/06/07,RN88,FIRMINY VERS LYON,,45.43425,4.43,70
42,2005/09/26,RD12,ANDREZIEUX BOUTHEON VERS ST GALMIER,,45.5569,4.28565,50
42,2007/01/17,RD8,DOUBLE SENS,,45.56151,4.14381,80
42,2007/02/16,RD1082,PLANFOY VERS BOURG ARGENTAL,,45.31555,4.53309,80
42,2007/12/13,RN88,FIRMINY vers ST CHAMOND,,45.41628,4.4055,70
42,2008/03/26,RD500,DOUBLE SENS,,45.3689,4.30617,70
42,2008/08/06,RD12,DOUBLE SENS,,45.62226,4.34593,80
42,2008/09/13,RD1089,Feurs vers Boën,,45.73826,4.09434,70
42,2008/11/19,RD1082,DOUBLE SENS,,45.29275,4.62052,80
42,2010/09/03,RN88,ST CHAMOND vers FIRMINY,,45.42,4.4104,70
42,2012/10/05,RD43,DOUBLE SENS,,46.09,4.0761,80
43,2004/10/19,RN88,DOUBLE SENS,,45.00722,3.87917,80
43,2005/06/10,RN102,DOUBLE SENS,,45.12391,3.7072,80
43,2005/08/10,RD12,DOUBLE SENS,,45.29287,4.14182,80
43,2006/07/07,RD590,DOUBLE SENS,,45.05797,3.8332,80
43,2006/07/07,RD586,DOUBLE SENS,,45.28567,3.25591,80
43,2006/07/07,RD906,DOUBLE SENS,,45.20982,3.81723,80
43,2008/02/26,RN102,DOUBLE SENS,,45.1723,3.52457,80
43,2008/02/26,RD103,YSSINGEAUX VERS RETOURNAC,,45.16322,4.07776,80
43,2008/04/09,RN88,ST ETIENNE VERS LE PUY EN VELAY,,45.34126,4.25068,90
43,2008/04/24,RN102,BRIOUDE vers le PUY EN VELAY,,45.05524,3.8643,50
43,2009/01/05,RD44,DOUBLE SENS,,45.2534,4.23202,80
43,2009/01/12,RD56,DOUBLE SENS,,45.14753,3.5036,80
43,2009/02/21,RD105,DOUBLE SENS,,45.17301,4.2892,80
43,2009/09/29,RN102,BRIOUDE vers LE PUY EN VELAY,,45.20341,3.50128,70
43,2009/10/19,RN102,LE PUY EN VELAY vers BRIOUDE,,45.201,3.50326,70
43,2009/10/27,RN88,MENDE vers LE PUY EN VELAY,,44.80016,3.88529,80
43,2010/06/25,RD103,DOUBLE SENS,,45.142,3.9201,80
43,2010/11/05,RN88,Le Puy en Velay vers Chadrac,,45.039,3.8881,50
43,2011/09/22,RD906,LOUDES vers ST CHRISTOPHE SUR DOLAISON,,45.024,3.7753,80
43,2011/10/13,RD46,DOUBLE SENS,,45.334,4.1481,80
43,2011/10/20,RD589,DOUBLE SENS,,45.019,3.8397,80
43,2011/12/05,RD9,DOUBLE SENS,,45.27165,3.91759,80
44,2004/07/03,RN844,CHOLET vers RENNES,,47.13053,-1.73999,70
44,2004/07/03,RD723,DOUBLE SENS,,47.19506,-1.85438,70
44,2005/05/04,"Route de Paris, face au 6, Rue du Danemark",ANGERS vers NANTES,,47.26192,-1.49589,70
44,2005/07/12,RD17,COUERON VERS ST HERBLAIN,,47.21871,-1.64994,70
44,2005/07/27,RN137,RENNES VERS NANTES,,47.33027,-1.65035,110
44,2005/09/06,RD723,ANCENIS VERS NANTES,,47.35397,-1.2535,70
44,2005/10/04,RN171,NANTES VERS LA BAULE,,47.32235,-2.1864,90
44,2006/08/07,RN165,VANNES VERS NANTES,,47.44073,-2.07799,110
44,2006/08/29,RD751,DOUBLE SENS,,47.11228,-1.96884,70
44,2006/08/29,RN171,DOUBLE SENS,,47.43399,-1.82768,80
44,2007/02/13,RN137,NANTES VERS RENNES,,47.40598,-1.64298,110
44,2007/03/13,RD751,DOUBLE SENS,,47.13053,-1.74001,80
44,2008/02/29,RN844,PARIS VERS BORDEAUX,,47.20207,-1.48392,90
44,2008/03/13,RD178,DOUBLE SENS,,47.32609,-1.47804,80
44,2008/04/17,RD773,DOUBLE SENS,,47.46066,-2.07663,80
44,2008/04/18,RD137,DOUBLE SENS,,47.05021,-1.36625,80
44,2008/04/18,RD763,DOUBLE SENS,,47.11442,-1.28277,80
44,2009/01/22,RD723,ANCENIS vers ANGERS,,47.39628,-1.06771,80
44,2009/02/10,RN844,RENNES vers CHOLET,,47.25373,-1.52083,70
44,2009/02/27,RD5,DOUBLE SENS,,47.21964,-2.10975,80
44,2009/07/27,RD13,Bourneuf en Retz vers Touvois,,47.00262,-1.83036,80
44,2009/08/14,RD13,Touvois vers Bourgneuf en Retz,,47.00263,-1.82915,80
44,2009/10/07,"""VC """"Le pont de terre"""" (ex PR 0+845 de l'ex RD392D)""",LA BAULE vers ST NAZAIRE,,47.28299,2.31196,70
44,2009/10/07,"""VC """"Le pont de terre"""" (ex PR 0+710 de l'ex RD392D)""",St NAZAIRE VERS LA BAULE,,47.28251,-2.31011,70
44,2012/05/24,Bld de la Prairie de Mauves,Carquefou vers Nantes,,47.224,-1.4987,80
44,2012/06/14,RD775,DOUBLE SENS,,47.638,-1.9849,80
44,2012/06/21,RD92,ST NAZAIRE VERS PORNICHET,,47.259,-2.2933,90
44,2012/06/28,RD763,LA BOISSIERE DU DORE vers VALLET,,47.198,-1.2469,80
44,2016/02/15,RN844,ORVAULT vers BOUGUENAIS,,47.203266,-1.622631,70
44,2016/03/18,RN 844,ST SEBASTIEN SUR LOIRE vers ST HERBLAIN,,47.180606,-1.60916,70
45,2004/09/17,RD2152,DOUBLE SENS,,48.01813,2.11227,80
45,2004/10/01,RD2007,NEMOURS VERS CHALETTE SUR LOING,,48.15247,2.76366,70
45,2005/07/19,RD951,DOUBLE SENS,,47.86329,1.97145,70
45,2005/07/26,RD952,GIEN VERS CHATEAUNEUF,,47.79492,2.43741,80
45,2005/12/05,RD2152,MEUNG SUR LOIRE vers ORLEANS,,47.85058,1.73588,70
45,2005/12/12,RD2020,LA FERTE ST AUBIN VERS PARIS,,47.89776,1.89552,50
45,2005/12/27,RD2020,ORLEANS VERS OLIVET,,47.90534,1.89729,50
45,2006/01/13,RD520,SARAN VERS ST JEAN DE LA RUELLE,,47.9409,1.88819,90
45,2006/03/13,RD2157,BUCY ST LIPHARD vers COULMIERS,,47.93455,1.7618,70
45,2007/02/19,RD2060,BELLEGARDE VERS CHATEAUNEUF SUR LOIRE,,47.89767,2.27995,80
45,2007/06/19,RD2007,MONTARGIS vers NEVERS,,47.87144,2.73776,80
45,2007/08/13,RD2007,Montargis vers Fontenay sur Loing,,48.07385,2.76789,90
45,2007/09/25,RD2060,DOUBLE SENS,,48.02818,2.95801,70
45,2007/12/03,RD951,DOUBLE SENS,,47.87434,1.84459,70
45,2007/12/07,RD921,Pithiviers vers Etampes,,48.2057,2.23879,80
45,2008/02/02,RD2020,DOUBLE SENS,,47.68875,1.95795,80
45,2008/09/26,RD940,Gien vers Argent sur Sauldre,,47.64137,2.5809,80
45,2008/10/01,RD2060,Orléans vers Montargis,,47.89769,2.27993,80
45,2008/10/06,"Av. Gaston Galloux, 20 m du candelabre n° L4688",DOUBLE SENS,,47.86445,1.9356,80
45,2008/11/12,RD2007,MONTARGIS vers SOLTERRE,,47.97485,2.73883,70
45,2008/12/08,RD2020,Artenay vers Orléans,,48.04414,1.87414,90
45,2009/04/09,RD943,MONTARGIS vers CHATEAU RENARD,,47.98146,2.75355,50
45,2009/05/05,RD943,CHATEAU RENARD VERS MONTARGIS,,47.98092,2.75456,50
45,2010/10/20,RD93,MONTARGIS vers CHATILLON COLIGNY,,47.969,2.7562,50
45,2010/12/10,RD2152,LA CHAPELLE ST MESMIN vers ORLEANS CENTRE,,47.897,1.8824,50
45,2011/03/28,RD93,CHATILLON COLIGNY vers MONTARGIS,,47.968,2.7578,50
45,2011/10/13,RD97,DOUBLE SENS,,48.023,1.9673,80
45,2011/11/24,RD927,DOUBLE SENS,,48.163,2.1271,80
45,2012/12/28,RD108,MARCILLY EN VILLETTE vers MENESTREAU EN VILLETTE,,47.743,2.01479,80
46,2004/12/06,RD8,DOUBLE SENS,,44.48154,1.40138,50
46,2005/06/03,RD811,DOUBLE SENS,,44.51196,1.37049,50
46,2005/06/17,RD803,DOUBLE SENS,,44.9023,1.85292,80
46,2006/01/03,RD811,DOUBLE SENS,,44.48061,1.41351,80
46,2007/02/01,RN122,DOUBLE SENS,,44.64139,2.07925,80
46,2010/09/15,RD811,DOUBLE SENS,,44.514,1.0687,80
46,2010/10/20,RD820,DOUBLE SENS,,44.427,1.4332,80
46,2010/10/21,RD840,DOUBLE SENS,,44.646,1.9962,80
46,2010/11/12,RD802,DOUBLE SENS,,44.604,1.9639,80
46,2011/03/31,RD673,DOUBLE SENS,,44.707,1.2972,80
47,2004/12/06,RD813,AGEN vers BORDEAUX,,44.50246,0.16753,50
47,2004/12/09,RD813,AGEN VERS BORDEAUX,,44.23888,0.49729,90
47,2005/03/25,RD933,DOUBLE SENS,,44.34729,0.10729,80
47,2005/04/09,RD933,DOUBLE SENS,,44.53994,0.29709,80
47,2005/04/29,RN21,VILLENEUVE SUR LOT VERS AGEN,,44.31025,0.71594,80
47,2007/05/14,RD661,TOURNON VERS VILLENEUVE SUR LOT,,44.39854,0.72234,50
47,2007/06/29,RD911,DOUBLE SENS,,44.37736,0.34103,80
47,2007/10/05,RD656,Cahors vers Agen,,44.26005,0.73406,80
47,2007/10/17,RD930,DOUBLE SENS,,44.15805,0.31255,80
47,2007/10/22,RD930,Lavardac vers Agen,,44.20466,0.33535,70
47,2007/12/05,RD911,Cahors vers Fumel,,44.49207,1.00362,80
47,2007/12/10,RD119,AGEN VERS MONT DE MARSAN,,44.20592,0.52788,80
47,2008/01/30,RD813,DOUBLE SENS,,44.2589,0.35346,80
47,2009/01/05,RD813,AGEN vers TOULOUSE,,44.17174,0.69377,70
47,2009/02/27,RD656,AGEN vers CAHORS,,44.21169,0.64731,50
47,2009/09/17,RN21,LAYRAC vers AGEN,,44.16142,0.61949,70
47,2009/10/10,RD666,DOUBLE SENS,,44.36388,0.45489,80
47,2010/05/21,RD931,Condom vers Agen,,44.129,0.548,80
47,2010/06/14,RD813,Tonneins vers Marmande,,44.434,0.262,80
47,2010/09/29,RD933,DOUBLE SENS,,44.621,0.3585,80
47,2010/10/04,RD911,DOUBLE SENS,,44.47,0.9106,80
47,2010/12/10,RD661,DOUBLE SENS,,44.382,0.8295,80
47,2012/03/21,RN21,DOUBLE SENS,,44.462,0.6923,80
47,2012/03/29,RD930,DOUBLE SENS,,44.07858,0.36688,80
47,2012/04/24,RD102,DOUBLE SENS,,44.43093,0.978019,80
48,2005/01/21,RN88,BALSIEGES VERS MENDE,,44.50116,3.46284,80
48,2006/11/13,RN106,ALES VERS FLORAC,,44.28001,3.78204,80
48,2006/11/23,RD42,DOUBLE SENS,,44.52241,3.4211,80
48,2007/03/30,RN88,DOUBLE SENS,,44.71325,3.83097,80
48,2007/11/05,RD808,DOUBLE SENS,,44.52011,3.30513,80
48,2008/12/30,RN88,Langogne vers Mende,,44.53152,3.52577,80
48,2011/01/20,RD806,DOUBLE SENS,,44.661,3.4507,50
49,2003/11/14,RD323,ANGERS VERS NANTES,,47.48393,-0.54887,70
49,2005/06/15,RD766,DOUBLE SENS,,47.53486,-0.0775,80
49,2005/06/15,RD160,DOUBLE SENS,,47.28696,-0.65008,80
49,2005/06/15,RD963,DOUBLE SENS,,47.493,-0.76309,80
49,2005/06/15,RD723,ANGERS VERS NANTES,,47.43021,-0.71574,80
49,2005/07/25,RD13,ANGERS VERS NANTES,,47.07068,-0.90195,70
49,2005/10/03,A87Nord,ANGERS VERS CHOLET,,47.4634,-0.51692,90
49,2007/03/12,A87 Rocade Est d'Angers (REA),CHOLET VERS ANGERS,,47.4343,-0.50794,90
49,2007/03/12,RD768,DOUBLE SENS,,47.59581,-0.58857,80
49,2007/03/20,RD761,DOUBLE SENS,,47.15435,-0.18349,80
49,2008/04/10,RD770,VERN D ANJOU VERS LE LION D ANGERS,,47.61429,-0.76609,80
49,2008/04/24,RD347,DOUBLE SENS,,47.41574,-0.16805,80
49,2008/09/24,A11,Paris vers Nantes,,47.49646,-0.56276,90
49,2008/12/12,A11,Nantes vers Paris,,47.49088,-0.59243,90
49,2008/12/24,RD52,DOUBLE SENS,,47.53829,-0.48993,80
49,2009/01/07,RD347,SAUMUR vers MONTREUIL BELLAY,,47.19669,-0.12506,50
49,2009/01/09,RD961,DOUBLE SENS,,47.37975,-0.75353,80
49,2009/02/20,"Avenue Montaigne, face au n°58",ROCADE vers CENTRE VILLE,,47.46962,-0.53347,50
49,2009/03/05,RD160,DOUBLE SENS,,47.16594,-0.75342,80
49,2009/03/25,RD952,DOUBLE SENS,,47.41955,-0.41606,70
49,2009/07/01,RD323,VERRIERES EN ANJOU vers CORZE,,47.53002,-0.42041,90
49,2011/05/02,RD938,DOUBLE SENS,,47.5582,-0.10143,80
49,2011/05/05,RD761,SAULGE L HOPITAL vers BRISSAC QUINCE,,47.313826,-0.402958,80
49,2011/06/10,RD762,BEAUPREAU EN MAUGES vers ANGERS,,47.248639,-0.912927,80
49,2011/12/01,RD756,CHEMILLE EN ANJOU vers LYS HAUT LAYON,,47.16631,-0.65357,80
49,2012/06/08,Avenue Victor Chatenay,Angers vers Paris,,47.48869,-0.50981,50
50,2005/05/10,RD2,DOUBLE SENS,,49.10263,-1.48766,80
50,2005/06/13,RD901,DOUBLE SENS,,49.64416,-1.47515,80
50,2006/03/09,RD973,DOUBLE SENS,,48.719,-1.40957,80
50,2006/08/11,RD971,COUTANCES VERS GRANVILLE,,48.89355,-1.50702,80
50,2007/10/05,A84,CAEN VERS RENNES,,48.95187,-1.00797,110
50,2008/01/03,RD976,DUCEY VERS ST HILAIRE DU HARCOUET,,48.58703,-1.13328,70
50,2008/02/01,RD924,DOUBLE SENS,,48.83699,-1.50303,80
50,2008/04/24,RD902,DOUBLE SENS,,49.44407,-1.71021,80
50,2008/11/05,RD973,DOUBLE SENS,,48.80024,-1.52376,80
50,2008/12/04,RD650,CHERBOURG OCTEVILLE VERS LES PIEUX,,49.57561,-1.71302,80
50,2008/12/10,RD650,LES PIEUX VERS CHERBOURG OCTEVILLE,,49.55164,-1.75708,80
50,2010/10/29,Bd de l'Atlantique,LES PIEUX vers CHERBOURG EN COTENTIN,,49.6294,-1.6336,70
50,2010/11/02,RD924,VILLEDIEU LES POELES vers GRANVILLE,,48.836,-1.4615,80
50,2011/01/03,RD972,DOUBLE SENS,,49.083,-1.2857,80
50,2011/05/13,RD977,Mortain vers St-Hilaire du Harcouët,,48.6,-1.0612,80
50,2011/06/01,RD911,ST PAIR SUR MER vers JULLOUVILLE,,48.804,-1.5681,70
51,2005/03/24,RD3,TROYES VERS CHALONS EN CHAMPAGNE,,48.94732,4.36034,70
51,2005/04/19,RD944,REIMS VERS CHALONS EN CHAMPAGNE,,49.1389,4.2282,80
51,2005/06/20,Traversée Urbaine de Reims,Cormontreuil vers Tinqueux,,49.25473,4.0023,90
51,2005/07/12,traversée urbaine de REIMS,TINQUEUX vers CORMONTREUIL,,49.23461,4.03943,90
51,2005/07/22,RN4,PARIS VERS NANCY,,48.71967,3.53421,80
51,2006/06/26,RN31,SOISSONS VERS REIMS,,49.2731,3.88627,70
51,2006/07/07,RD951,REIMS VERS EPERNAY,,49.22972,4.03263,70
51,2006/07/12,RN4,NANCY VERS PARIS,,48.681,4.74788,110
51,2006/10/11,"BLD DES TONDEURS, HAUTEUR POINT LUMINEUX 106.99",CHARLEVILLE VERS LAON,,49.27948,4.04309,90
51,2007/03/05,RD3,EPERNAY VERS CHATEAU THIERRY,,49.0502,3.9347,70
51,2008/01/07,RD944,Laon vers Reims,,49.30696,3.9876,80
51,2008/01/07,RD951,Epernay vers Reims,,49.1622,4.01147,50
51,2008/02/22,RN44,VITRY LE FRANCOIS VERS CHALONS EN CHAMPAGNE,,48.76382,4.58534,50
51,2008/02/22,RN31,REIMS vers FISMES,,49.27827,3.84392,80
51,2008/06/30,RD9,DOUBLE SENS,,49.14952,4.09565,50
51,2008/08/28,RN31,Soissons vers Reims,,49.31016,3.65053,80
51,2008/10/22,RN4,Nancy vers Paris,,48.70589,4.65974,70
51,2008/11/07,RN4,Nancy vers Paris,,48.72874,3.57369,90
51,2008/11/12,RD951,DOUBLE SENS,,49.07762,3.96495,80
51,2011/03/16,RD980,DOUBLE SENS,,49.23644,3.97987,80
51,2011/03/24,RD944,CHALONS EN CHAMPAGNE vers REIMS,,49.161,4.1994,80
51,2011/04/27,RN4,Paris vers Nancy,,48.74,4.3927,50
51,2011/05/02,RN4,Nancy vers Paris,,48.74,4.3928,50
51,2011/09/28,RD944 (n° 90 avenue nationale),REIMS vers LAON,,49.29,4.0043,50
51,2012/03/15,RN44,CHALONS EN CHAMPAGNE vers REIMS,,48.97,4.3817,90
51,2012/08/01,RN4,PARIS Vers NANCY,,48.731,3.6112,50
51,2012/08/01,RN4,NANCY Vers PARIS,,48.731,3.6124,50
51,2015/10/23,RN44,CHALONS EN CHAMPAGNE vers VITRY LE FRANCOIS,,48.91581,4.42415,70
52,2005/02/05,RD619,LUZY VERS CHAUMONT,,48.10527,5.14233,50
52,2005/03/07,RD65,DOUBLE SENS,,48.10783,5.07789,80
52,2005/12/01,RN67,CHAUMONT VERS ST DIZIER,,48.37656,5.1565,70
52,2005/12/16,RN67,DOUBLE SENS,,48.48442,5.11311,80
52,2007/02/16,RN19,DOUBLE SENS,,47.8576,5.37085,80
52,2007/04/23,RD384,DOUBLE SENS,,48.52049,4.8102,80
52,2008/02/19,RD417,DOUBLE SENS,,48.03702,5.40145,80
52,2008/06/13,RN67,ST DIZIER vers CHAUMONT,,48.60302,5.03098,70
52,2008/06/23,RN19,DOUBLE SENS,,47.7759,5.65375,70
52,2008/07/04,RN67,Chaumont vers St Dizier,,48.27245,5.11446,80
52,2008/10/15,RD619,Blaisy vers Jonchery,,48.13863,5.05021,70
52,2009/01/28,RD674,Chaumont vers Neufchâteau,,48.28514,5.48723,50
52,2009/02/04,RD974,CHAUMONT VERS DIJON,,47.77234,5.31172,50
52,2009/02/13,RD974,Langres vers Dijon,,47.66106,5.29262,70
52,2009/05/29,RN67,ARC EN BARROIS vers CHAUMONT,,48.05591,5.06607,80
52,2009/06/10,RN4,VITRY LE FRANCOIS vers ST DIZIER,,48.64668,4.87068,70
52,2009/12/04,RD619,LANGRES vers CHAUMONT,,47.95924,5.27387,80
52,2011/07/29,RD60,JOINVILLE vers THONNANCE LES JOINVILLE,,48.445,5.1518,50
52,2011/11/14,RD417,DOUBLE SENS,,47.9623,5.6475,80
52,2013/04/15,RD65,DOUBLE SENS,,47.9818,4.8942,80
52,2013/04/22,RD2,DOUBLE SENS,,48.454,4.9626,50
53,2004/12/06,RN12,MAYENNE VERS FOUGERES,,48.2968,-0.91783,50
53,2005/03/10,RD57,LAVAL VERS RENNES,,48.07663,-0.97332,80
53,2005/04/11,RN162,DOUBLE SENS,,47.96125,-0.70397,80
53,2005/08/31,RN12,ALENCON VERS MAYENNE,,48.46027,-0.19704,50
53,2005/12/29,RD57,LE MANS VERS RENNES,,48.06907,-0.75272,50
53,2007/05/30,A81,LE MANS VERS RENNES,,48.05173,-0.46373,130
53,2008/04/14,RD21,Tours vers Laval,,48.03263,-0.70329,50
53,2008/06/23,RN162,CHATEAU GONTIER vers LAVAL,,48.02367,-0.7339,80
53,2008/11/24,RD57,Le Mans vers Rennes,,48.05891,-0.77082,70
53,2008/11/24,RD57,Rennes vers Le Mans,,48.05884,-0.7707,70
53,2008/12/19,RD771,DOUBLE SENS,,47.99208,-0.85165,80
53,2009/02/02,RD20,DOUBLE SENS,,48.12239,-0.45898,80
53,2009/02/02,RD32,DOUBLE SENS,,48.14601,-0.29389,70
53,2010/06/02,RN12,DOUBLE SENS,,48.47255,-0.17538,80
53,2012/07/30,RD28,DOUBLE SENS,,47.842,-0.6512,80
53,2012/08/16,RD21,DOUBLE SENS,,47.965,-0.582,80
53,2013/01/23,RD32,DOUBLE SENS,,48.0501,-0.86753,80
53,2013/02/14,RN12,FOUGERES vers ALENCON,,48.3075,-0.6205,50
53,2017/02/24,RD7,DOUBLE SENS,,48.27561,-0.52357,80
53,2017/04/28,RN162,DOUBLE SENS,,47.78205,-0.70863,80
54,2005/04/21,A33,NANCY VERS LUNEVILLE,,48.60649,6.33212,110
54,2005/06/08,RD400,DOUBLE SENS,,48.56903,6.82128,80
54,2005/06/24,n° 198 rue Jeanne d'Arc,NANCY vers VANDOEUVRE LES NANCY,,48.67897,6.17663,50
54,2005/07/12,RN52,LONGWY VERS LA BELGIQUE,,49.54847,5.77207,80
54,2005/08/22,A31,NANCY VERS METZ,,48.7377,6.15583,90
54,2005/09/10,RN57,EPINAL VERS NANCY,,48.45001,6.23374,110
54,2005/10/19,RD618,DOUBLE SENS,,49.47262,5.59726,80
54,2008/07/24,A31,METZ vers TOUL,,48.7198,6.16654,90
54,2009/07/03,RN57,Nancy vers Epinal,,48.4608,6.24246,110
54,2010/11/23,RD910,DOUBLE SENS,,48.921,6.0839,80
54,2010/12/10,RD674,Moutrot vers Toul,,48.65087,5.89372,70
54,2011/02/04,RD913,DOUBLE SENS,,48.531,6.1782,80
54,2015/12/21,RD156,MURVILLE vers MALAVILLERS,,49.35298,5.86242,80
54,2017/03/06,Av. Bois Gronée 477m après carrefour Rue Mareville,VILLERS LES NANCY vers LAXOU,,48.68305,6.13981,70
55,2005/04/11,RD635,DOUBLE SENS,,48.74896,5.12127,80
55,2005/06/27,RD635,DOUBLE SENS,,48.76746,5.15287,50
55,2006/01/15,RD901,BAR LE DUC vers ST MIHIEL,,48.8963,5.4406,50
55,2007/01/26,RD330,DOUBLE SENS,,49.1472,5.38328,80
55,2008/11/26,RD964,VERDUN vers ST MIHIEL,,49.03383,5.43531,50
55,2009/03/09,RD1916 - VOIE SACREE NATIONALE,DOUBLE SENS,,48.9177,5.24016,50
55,2009/12/14,RD903,METZ VERS VERDUN,,49.13606,5.43471,50
55,2011/08/03,RD603,DOUBLE SENS,,49.213,5.6255,50
55,2011/10/13,RD618,Longuyon vers Spincourt,,49.38,5.63,50
55,2011/11/14,RD1916 - VOIE SACREE NATIONALE,VERDUN vers BAR LE DUC,,48.784,5.1962,80
56,2004/10/19,RD769,DOUBLE SENS,,48.08683,-3.55049,80
56,2005/07/15,RN24,LORIENT VERS RENNES,,47.94103,-2.61632,110
56,2005/07/29,RN24,RENNES VERS LORIENT,,47.94999,-2.52558,110
56,2005/08/01,RD766,ST MEEN LE GRAND VERS PLOERMEL,,48.10143,-2.26267,80
56,2005/08/04,RN165,BREST VERS NANTES,,47.66071,-2.85972,110
56,2005/09/13,RD768,LORIENT VERS LOUDEAC,,48.02236,-2.96193,80
56,2005/09/15,RN165,NANTES VERS VANNES,,47.53834,-2.41506,110
56,2005/11/08,RN165,NANTES VERS BREST,,47.78869,-3.25268,110
56,2007/03/05,RD764,JOSSELIN VERS PONTIVY,,48.01728,-2.79402,80
56,2007/11/16,RD9,DOUBLE SENS,,47.71148,-3.22242,80
56,2007/12/17,RD5,DOUBLE SENS,,47.73969,-2.43818,80
56,2008/03/17,RD767,DOUBLE SENS,,47.86337,-2.81939,80
56,2008/04/18,RD768,Pontivy vers Baud,,48.0257,-2.95799,80
56,2008/11/19,RD781,DOUBLE SENS,,47.77714,-3.27432,80
56,2008/12/17,RD775,DOUBLE SENS,,47.69517,-2.55471,80
56,2008/12/17,RD139,DOUBLE SENS,,47.55618,-2.39572,80
56,2008/12/17,RD778,DOUBLE SENS,,47.76268,-2.73691,70
56,2009/01/09,RD765,DOUBLE SENS,,47.7877,-3.45318,80
56,2010/06/02,RN165,NANTES vers BREST,,47.63772,-2.67243,110
56,2012/01/10,RD194,Lanester vers Merlevenez,,47.755658,-3.239926,80
56,2012/01/10,RD101,Vannes vers Auray,,47.62196,-2.8972,80
56,2012/03/15,RD764,PONTIVY vers JOSSELIN,,48.022,-2.8202,80
56,2012/05/31,RD769,ROSCOFF vers LORIENT,,47.8395,-3.34053,80
56,2012/10/20,RN165,Nantes vers Brest,,47.664,-2.7858,90
56,2017/05/26,RN165 Echangeur de Kerdual vers D465,VANNES vers LORIENT,,47.77195,-3.37782,50
57,2003/11/06,A31,THIONVILLE vers METZ,,49.27277,6.17428,110
57,2003/11/06,A31,METZ vers THIONVILLE,,49.12731,6.1618,90
57,2003/12/18,A31,NANCY vers THIONVILLE,,49.1069,6.14738,90
57,2005/01/03,A30,LONGWY VERS METZ,,49.3172,6.08166,110
57,2005/01/19,A31,THIONVILLE vers METZ,,49.15,6.18399,110
57,2005/08/30,A31,METZ vers LUXEMBOURG,,49.34809,6.16465,90
57,2005/12/01,A320,FORBACH VERS METZ,,49.16668,6.87561,110
57,2006/01/31,A4,STRASBOURG VERS PARIS,,49.13881,6.81451,110
57,2006/02/01,RN233,STRASBOURG vers METZ,,49.11965,6.21497,90
57,2007/06/25,RN4,PARIS VERS STRASBOURG,,48.751,7.16429,110
57,2007/07/06,A31,LUXEMBOURG vers METZ,,49.3479,6.16564,90
57,2008/02/22,RN61,Sarreguemines vers Allemagne,,49.1442,7.04166,110
57,2008/04/03,A320,ST AVOLD vers FORBACH,,49.154,6.84617,110
57,2009/07/31,RD999,Brulange vers Morhange,,48.96695,6.54933,50
57,2009/08/14,RD999,Morhange vers Brulange,,48.96498,6.55004,50
57,2009/09/15,RD31Bis,Forbach vers Sarreguemines,,49.15779,6.94834,90
57,2012/05/31,RN4,HEMING vers LUNEVILLE,,48.65425,6.92866,90
57,2012/08/16,RN4,BLAMONT vers HEMING,,48.6404,6.9047,80
57,2013/07/08,RD14,THIONVILLE vers ANGEVILLERS,,49.383,6.0775,90
57,2013/09/27,RD654,THIONVILLE vers SIERCK LES BAINS,,49.401,6.2821,80
57,2013/10/04,RD654,SIERCK LES BAINS vers THIONVILLE,,49.399,6.2804,80
57,2013/11/15,RD181,STE MARIE AUX CHENES vers ROMBAS,,49.2385,6.06709,70
58,2004/12/09,RD978,DOUBLE SENS,,46.98935,3.25853,80
58,2005/04/22,RD977,NEVERS VERS AUXERRE,,47.11753,3.22756,50
58,2005/06/01,RD907,MOULINS vers NEVERS,,46.94606,3.15818,50
58,2005/08/29,RD907,VARENNES VAUZELLES VERS CHALLUY,,46.9916,3.16732,50
58,2008/03/19,RD40,Fourchambault vers Nevers,,46.99567,3.11778,70
58,2008/03/19,RD907,Moulins vers Nevers,,46.96559,3.157,50
58,2008/03/25,RD40,Nevers vers Fourchambault,,47.0018,3.09993,70
58,2008/04/11,RD40,NEVERS  vers FOURCHAMBAULT,,46.99529,3.1326,50
58,2008/08/06,RN151,LA CHARITE SUR LOIRE vers CLAMECY,,47.20961,3.08513,80
58,2008/11/01,RN151,DOUBLE SENS,,47.3346,3.34662,80
58,2009/03/16,RD978,DOUBLE SENS,,47.05418,3.73151,80
58,2009/03/20,RD504,Marzy vers Nevers,,46.97613,3.13948,50
58,2010/05/10,RD981,DOUBLE SENS,,46.8444,3.42133,80
58,2010/10/14,RD976,DOUBLE SENS,,46.9456,3.12125,50
59,2005/01/26,RD621,CAMBRAI VERS LENS,,50.3521,3.05691,90
59,2005/03/17,RN49,MAUBEUGE VERS VALENCIENNES,,50.2808,3.92935,70
59,2005/03/22,RN2,BETTIGNIES vers AVESNES SUR HELPE,,50.30553,3.97725,50
59,2005/05/09,RD643,CAMBRAI VERS CAUDRY,,49.89056,4.63066,50
59,2005/05/11,RD643,CAMBRAI VERS LE NOUVION EN THIERACHE,,50.10953,3.51604,80
59,2005/10/17,A25,DUNKERQUE vers LILLE,,50.6219,3.0216,90
59,2007/02/12,A23,LILLE vers VALENCIENNES,,50.36118,3.48521,90
59,2007/02/14,RN356,LILLE VERS MONS EN BAROEUL,,50.63442,3.08575,70
59,2007/09/27,A2,paris vers bruxelles,,50.338,3.50632,110
